"key","date","to","from","action_team","notes","edge_label","pick_involved","rights_involved","teams_involved"
"Bogdan BogdanovicMarquese Chriss","2016-06-23","Bogdan Bogdanovic","Marquese Chriss","Kings","trade with Suns","On 2016-06-23, Kings make trade with Suns for rights to Bogdan Bogdanovic, and in exhchange give rights to Marquese Chriss to them.",FALSE,TRUE,"Kings, Suns"
"Georgios Papagiannis / Giorgios Papagiannis / George PapagiannisMarquese Chriss","2016-06-23","Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis","Marquese Chriss","Kings","trade with Suns","On 2016-06-23, Kings make trade with Suns for rights to Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis, and in exhchange give rights to Marquese Chriss to them.",FALSE,TRUE,"Kings, Suns"
"Marquese ChrissSkal Labissiere","2016-06-23","Skal Labissiere","Marquese Chriss","Kings","trade with Suns","On 2016-06-23, Kings make trade with Suns for rights to Skal Labissiere, and in exhchange give rights to Marquese Chriss to them.",FALSE,TRUE,"Kings, Suns"
"Serge IbakaVictor Oladipo","2016-06-23","Serge Ibaka","Victor Oladipo","Magic","trade with Thunder","On 2016-06-23, Magic make trade with Thunder for Serge Ibaka, and in exhchange give Victor Oladipo to them.",FALSE,FALSE,"Magic, Thunder"
"Ersan IlyasovaSerge Ibaka","2016-06-23","Serge Ibaka","Ersan Ilyasova","Magic","trade with Thunder","On 2016-06-23, Magic make trade with Thunder for Serge Ibaka, and in exhchange give Ersan Ilyasova to them.",FALSE,FALSE,"Magic, Thunder"
"Domantas Sabonis / Domas SabonisSerge Ibaka","2016-06-23","Serge Ibaka","Domantas Sabonis / Domas Sabonis","Magic","trade with Thunder","On 2016-06-23, Magic make trade with Thunder for Serge Ibaka, and in exhchange give rights to Domantas Sabonis / Domas Sabonis to them.",FALSE,TRUE,"Magic, Thunder"
"cashDaniel Hamilton","2016-06-23","cash","Daniel Hamilton","Nuggets","trade with Thunder","On 2016-06-23, Nuggets make trade with Thunder for cash considerations, and in exhchange give rights to Daniel Hamilton to them.",FALSE,TRUE,"Nuggets, Thunder"
"cashKahlil Felder / Kay Felder","2016-06-24","Kahlil Felder / Kay Felder","cash","Cavaliers","trade with Hawks","On 2016-06-24, Cavaliers make trade with Hawks for rights to Kahlil Felder / Kay Felder, and in exhchange give cash considerations to them.",FALSE,TRUE,"Cavaliers, Hawks"
"Damien Inglisfree agency","2016-06-29","free agency","Damien Inglis","Bucks","waived","On 2016-06-29, Damien Inglis becomes a free agent from Bucks",FALSE,FALSE,"Bucks"
"free agencyJohnny O'Bryant III","2016-06-29","free agency","Johnny O'Bryant III","Bucks","waived","On 2016-06-29, Johnny O'Bryant III becomes a free agent from Bucks",FALSE,FALSE,"Bucks"
"free agencyJarrett Jack","2016-06-30","free agency","Jarrett Jack","Nets","waived","On 2016-06-30, Jarrett Jack becomes a free agent from Nets",FALSE,FALSE,"Nets"
"Caron Butlerfree agency","2016-07-04","free agency","Caron Butler","Kings","waived","On 2016-07-04, Caron Butler becomes a free agent from Kings",FALSE,FALSE,"Kings"
"Duje Dukanfree agency","2016-07-04","free agency","Duje Dukan","Kings","waived","On 2016-07-04, Duje Dukan becomes a free agent from Kings",FALSE,FALSE,"Kings"
"Cliff Alexanderfree agency","2016-07-07","free agency","Cliff Alexander","Blazers","waived","On 2016-07-07, Cliff Alexander becomes a free agent from Blazers",FALSE,FALSE,"Blazers"
"Evan Turnerfree agency","2016-07-07","Evan Turner","free agency","Blazers","signed unrestricted free agent to a 4-year, $70-75M contract","On 2016-07-07, Evan Turner is signed unrestricted free agent to a 4-year, $70-75M contract by Blazers",FALSE,FALSE,"Blazers"
"Festus Ezelifree agency","2016-07-07","Festus Ezeli","free agency","Blazers","signed unrestricted free agent to a 2-year, $15M contract (second year is team option)","On 2016-07-07, Festus Ezeli is signed unrestricted free agent to a 2-year, $15M contract (second year is team option) by Blazers",FALSE,FALSE,"Blazers"
"cashShabazz Napier","2016-07-07","Shabazz Napier","cash","Blazers","trade with Magic","On 2016-07-07, Blazers make trade with Magic for Shabazz Napier, and in exhchange give cash considerations to them.",FALSE,FALSE,"Blazers, Magic"
"free agencyMirza Teletovic","2016-07-07","Mirza Teletovic","free agency","Bucks","signed unrestricted free agent to a 3-year, $30M contract","On 2016-07-07, Mirza Teletovic is signed unrestricted free agent to a 3-year, $30M contract by Bucks",FALSE,FALSE,"Bucks"
"free agencySpencer Dinwiddie","2016-07-07","free agency","Spencer Dinwiddie","Bulls","waived","On 2016-07-07, Spencer Dinwiddie becomes a free agent from Bulls",FALSE,FALSE,"Bulls"
"free agencyRajon Rondo","2016-07-07","Rajon Rondo","free agency","Bulls","signed unrestricted free agent to a 2-year, $28M contract","On 2016-07-07, Rajon Rondo is signed unrestricted free agent to a 2-year, $28M contract by Bulls",FALSE,FALSE,"Bulls"
"Ater MajokJose Calderon","2016-07-07","Ater Majok","Jose Calderon","Bulls","trade with Lakers","On 2016-07-07, Bulls make trade with Lakers for rights to Ater Majok, and in exhchange give Jose Calderon to them.",FALSE,TRUE,"Bulls, Lakers"
"Ater MajokSviatoslav Mykhailiuk / Svi Mykhailiuk","2016-07-07","Ater Majok","Sviatoslav Mykhailiuk / Svi Mykhailiuk","Bulls","trade with Lakers","On 2016-07-07, Bulls make trade with Lakers for rights to Ater Majok, and in exhchange give 2018 second round pick (#47-Sviatoslav Mykhailiuk / Svi Mykhailiuk) to them.",TRUE,TRUE,"Bulls, Lakers"
"Chandler Parsonsfree agency","2016-07-07","Chandler Parsons","free agency","Grizzlies","signed unrestricted free agent to a 4-year, $94.8M contract","On 2016-07-07, Chandler Parsons is signed unrestricted free agent to a 4-year, $94.8M contract by Grizzlies",FALSE,FALSE,"Grizzlies"
"Jeff TeagueTaurean Prince","2016-07-07","Taurean Prince","Jeff Teague","Hawks","3-team trade with Jazz, Pacers","On 2016-07-07, Hawks make 3-team trade with Jazz, Pacers for rights to Taurean Prince, and in exhchange give Jeff Teague to them.",FALSE,TRUE,"Hawks, Jazz, Pacers"
"Jeff Teaguetrade exception","2016-07-07","trade exception","Jeff Teague","Hawks","3-team trade with Jazz, Pacers","On 2016-07-07, Hawks make 3-team trade with Jazz, Pacers for traded player exception, and in exhchange give Jeff Teague to them.",FALSE,FALSE,"Hawks, Jazz, Pacers"
"free agencyRodney McGruder","2016-07-07","Rodney McGruder","free agency","Heat","signed free agent to a 3-year contract","On 2016-07-07, Rodney McGruder is signed free agent to a 3-year contract by Heat",FALSE,FALSE,"Heat"
"Brian Robertsfree agency","2016-07-07","Brian Roberts","free agency","Hornets","signed unrestricted free agent to a 1-year minimum contract","On 2016-07-07, Brian Roberts is signed unrestricted free agent to a 1-year minimum contract by Hornets",FALSE,FALSE,"Hornets"
"Malachi RichardsonMarco Belinelli","2016-07-07","Marco Belinelli","Malachi Richardson","Hornets","trade with Kings","On 2016-07-07, Hornets make trade with Kings for Marco Belinelli, and in exhchange give rights to Malachi Richardson to them.",FALSE,TRUE,"Hornets, Kings"
"free agencyRamon Sessions","2016-07-07","Ramon Sessions","free agency","Hornets","signed unrestricted free agent to a 2-year, $12.5M contract","On 2016-07-07, Ramon Sessions is signed unrestricted free agent to a 2-year, $12.5M contract by Hornets",FALSE,FALSE,"Hornets"
"free agencyRoy Hibbert","2016-07-07","Roy Hibbert","free agency","Hornets","signed unrestricted free agent to a 1-year, $5M contract","On 2016-07-07, Roy Hibbert is signed unrestricted free agent to a 1-year, $5M contract by Hornets",FALSE,FALSE,"Hornets"
"Boris DiawOlivier Hanlan","2016-07-07","Boris Diaw","Olivier Hanlan","Jazz","trade with Spurs","On 2016-07-07, Jazz make trade with Spurs for Boris Diaw, and in exhchange give rights to Olivier Hanlan to them.",FALSE,TRUE,"Jazz, Spurs"
"Boris Diawtrade exception","2016-07-07","Boris Diaw","trade exception","Jazz","trade with Spurs","On 2016-07-07, Jazz make trade with Spurs for Boris Diaw, and in exhchange give traded player exception to them.",FALSE,FALSE,"Jazz, Spurs"
"cashOlivier Hanlan","2016-07-07","cash","Olivier Hanlan","Jazz","trade with Spurs","On 2016-07-07, Jazz make trade with Spurs for cash, and in exhchange give rights to Olivier Hanlan to them.",FALSE,TRUE,"Jazz, Spurs"
"cashtrade exception","2016-07-07","cash","trade exception","Jazz","trade with Spurs","On 2016-07-07, Jazz make trade with Spurs for cash, and in exhchange give traded player exception to them.",FALSE,FALSE,"Jazz, Spurs"
"George HillTaurean Prince","2016-07-07","George Hill","Taurean Prince","Jazz","3-team trade with Hawks, Pacers","On 2016-07-07, Jazz make 3-team trade with Hawks, Pacers for George Hill, and in exhchange give rights to Taurean Prince to them.",FALSE,TRUE,"Jazz, Hawks, Pacers"
"free agencyMarshall Plumlee","2016-07-07","Marshall Plumlee","free agency","Knicks","signed free agent to a 1-year contract","On 2016-07-07, Marshall Plumlee is signed free agent to a 1-year contract by Knicks",FALSE,FALSE,"Knicks"
"free agencyLuol Deng","2016-07-07","Luol Deng","free agency","Lakers","signed unrestricted free agent to a 4-year, $72M contract","On 2016-07-07, Luol Deng is signed unrestricted free agent to a 4-year, $72M contract by Lakers",FALSE,FALSE,"Lakers"
"Bismack Biyombofree agency","2016-07-07","Bismack Biyombo","free agency","Magic","signed unrestricted free agent to a 4-year, $70-72M contract","On 2016-07-07, Bismack Biyombo is signed unrestricted free agent to a 4-year, $70-72M contract by Magic",FALSE,FALSE,"Magic"
"D.J. Augustinefree agency","2016-07-07","D.J. Augustine","free agency","Magic","signed unrestricted free agent to a 4-year, $29M contract","On 2016-07-07, D.J. Augustine is signed unrestricted free agent to a 4-year, $29M contract by Magic",FALSE,FALSE,"Magic"
"free agencyJeff Green","2016-07-07","Jeff Green","free agency","Magic","signed unrestricted free agent to a 1-year, $15M contract","On 2016-07-07, Jeff Green is signed unrestricted free agent to a 1-year, $15M contract by Magic",FALSE,FALSE,"Magic"
"Andrew Boguttrade exception","2016-07-07","Andrew Bogut","trade exception","Mavericks","trade with Warriors","On 2016-07-07, Mavericks make trade with Warriors for Andrew Bogut, and in exhchange give traded player exception to them.",FALSE,FALSE,"Mavericks, Warriors"
"free agencyHarrison Barnes","2016-07-07","Harrison Barnes","free agency","Mavericks","signed restricted free agent to a 4-year, $94M contract (Warriors declined to match Mavericks offer sheet)","On 2016-07-07, Harrison Barnes is signed restricted free agent to a 4-year, $94M contract (Warriors declined to match Mavericks offer sheet) by Mavericks",FALSE,FALSE,"Mavericks"
"Jeremy EvansStanko Barac","2016-07-07","Stanko Barac","Jeremy Evans","Mavericks","trade with Pacers","On 2016-07-07, Mavericks make trade with Pacers for rights to Stanko Barac, and in exhchange give Jeremy Evans to them.",FALSE,TRUE,"Mavericks, Pacers"
"Emir PreldzicStanko Barac","2016-07-07","Stanko Barac","Emir Preldzic","Mavericks","trade with Pacers","On 2016-07-07, Mavericks make trade with Pacers for rights to Stanko Barac, and in exhchange give rights to Emir Preldzic to them.",FALSE,TRUE,"Mavericks, Pacers"
"cashStanko Barac","2016-07-07","Stanko Barac","cash","Mavericks","trade with Pacers","On 2016-07-07, Mavericks make trade with Pacers for rights to Stanko Barac, and in exhchange give cash considerations to them.",FALSE,TRUE,"Mavericks, Pacers"
"free agencyJeremy Lin","2016-07-07","Jeremy Lin","free agency","Nets","signed unrestricted free agent to a 3-year, $36M contract","On 2016-07-07, Jeremy Lin is signed unrestricted free agent to a 3-year, $36M contract by Nets",FALSE,FALSE,"Nets"
"Caris LeVertThaddeus Young","2016-07-07","Caris LeVert","Thaddeus Young","Nets","trade with Pacers","On 2016-07-07, Nets make trade with Pacers for rights to Caris LeVert, and in exhchange give Thaddeus Young to them.",FALSE,TRUE,"Nets, Pacers"
"George HillJeff Teague","2016-07-07","Jeff Teague","George Hill","Pacers","3-team trade with Hawks, Jazz","On 2016-07-07, Pacers make 3-team trade with Hawks, Jazz for Jeff Teague, and in exhchange give George Hill to them.",FALSE,FALSE,"Pacers, Hawks, Jazz"
"Cameron Bairstowfree agency","2016-07-07","free agency","Cameron Bairstow","Pistons","waived","On 2016-07-07, Cameron Bairstow becomes a free agent from Pistons",FALSE,FALSE,"Pistons"
"free agencyJoel Anthony","2016-07-07","free agency","Joel Anthony","Pistons","waived","On 2016-07-07, Joel Anthony becomes a free agent from Pistons",FALSE,FALSE,"Pistons"
"free agencyIshmael Smith / Ish Smith","2016-07-07","Ishmael Smith / Ish Smith","free agency","Pistons","signed unrestricted free agent to a 3-year, $18M contract","On 2016-07-07, Ishmael Smith / Ish Smith is signed unrestricted free agent to a 3-year, $18M contract by Pistons",FALSE,FALSE,"Pistons"
"free agencyJon Leuer","2016-07-07","Jon Leuer","free agency","Pistons","signed unrestricted free agent to a 4-year, $42M contract","On 2016-07-07, Jon Leuer is signed unrestricted free agent to a 4-year, $42M contract by Pistons",FALSE,FALSE,"Pistons"
"Brandon Rushfree agency","2016-07-07","Brandon Rush","free agency","Timberwolves","signed unrestricted free agent to a 1-year, $3.5M contract","On 2016-07-07, Brandon Rush is signed unrestricted free agent to a 1-year, $3.5M contract by Timberwolves",FALSE,FALSE,"Timberwolves"
"free agencyKevin Durant","2016-07-07","Kevin Durant","free agency","Warriors","signed unrestricted free agent to a 2-year, $54.3M contract (second year is player option)","On 2016-07-07, Kevin Durant is signed unrestricted free agent to a 2-year, $54.3M contract (second year is player option) by Warriors",FALSE,FALSE,"Warriors"
"Drew Goodenfree agency","2016-07-07","free agency","Drew Gooden","Wizards","waived","On 2016-07-07, Drew Gooden becomes a free agent from Wizards",FALSE,FALSE,"Wizards"
"Andrew Nicholsonfree agency","2016-07-07","Andrew Nicholson","free agency","Wizards","signed unrestricted free agent to a 4-year, $26M contract","On 2016-07-07, Andrew Nicholson is signed unrestricted free agent to a 4-year, $26M contract by Wizards",FALSE,FALSE,"Wizards"
"free agencyIan Mahinmi","2016-07-07","Ian Mahinmi","free agency","Wizards","signed unrestricted free agent to a 4-year, $64M contract","On 2016-07-07, Ian Mahinmi is signed unrestricted free agent to a 4-year, $64M contract by Wizards",FALSE,FALSE,"Wizards"
"free agencyJason Smith","2016-07-07","Jason Smith","free agency","Wizards","signed unrestricted free agent to a 3-year, $16M contract","On 2016-07-07, Jason Smith is signed unrestricted free agent to a 3-year, $16M contract by Wizards",FALSE,FALSE,"Wizards"
"Albert MirallesMatthew Dellavedova / Matt Dellavedova","2016-07-07","Matthew Dellavedova / Matt Dellavedova","Albert Miralles","Bucks","trade with Cavaliers","On 2016-07-07, Bucks make trade with Cavaliers for Matthew Dellavedova / Matt Dellavedova, and in exhchange give rights to Albert Miralles to them.",FALSE,TRUE,"Bucks, Cavaliers"
"Albert MirallesMike Dunleavy Jr.","2016-07-07","Albert Miralles","Mike Dunleavy Jr.","Bulls","trade with Cavaliers","On 2016-07-07, Bulls make trade with Cavaliers for rights to Albert Miralles, and in exhchange give Mike Dunleavy Jr. to them.",FALSE,TRUE,"Bulls, Cavaliers"
"Albert MirallesVladimir Veremeenko","2016-07-07","Albert Miralles","Vladimir Veremeenko","Bulls","trade with Cavaliers","On 2016-07-07, Bulls make trade with Cavaliers for rights to Albert Miralles, and in exhchange give rights to Vladimir Veremeenko to them.",FALSE,TRUE,"Bulls, Cavaliers"
"free agencyMatt Barnes","2016-07-07","Matt Barnes","free agency","Kings","signed unrestricted free agent to a 2-year, $12M contract","On 2016-07-07, Matt Barnes is signed unrestricted free agent to a 2-year, $12M contract by Kings",FALSE,FALSE,"Kings"
"free agencyJames Webb III","2016-07-08","James Webb III","free agency","76ers","signed free agent to a 2-year contract","On 2016-07-08, James Webb III is signed free agent to a 2-year contract by 76ers",FALSE,FALSE,"76ers"
"free agencyShawn Long","2016-07-08","Shawn Long","free agency","76ers","signed free agent to a 2-year contract","On 2016-07-08, Shawn Long is signed free agent to a 2-year contract by 76ers",FALSE,FALSE,"76ers"
"Al Horfordfree agency","2016-07-08","Al Horford","free agency","Celtics","signed unrestricted free agent to a 4-year, $113M contract (fourth year is player option)","On 2016-07-08, Al Horford is signed unrestricted free agent to a 4-year, $113M contract (fourth year is player option) by Celtics",FALSE,FALSE,"Celtics"
"Arron Afflalofree agency","2016-07-08","Arron Afflalo","free agency","Kings","signed unrestricted free agent to a 2-year, $25M contract","On 2016-07-08, Arron Afflalo is signed unrestricted free agent to a 2-year, $25M contract by Kings",FALSE,FALSE,"Kings"
"free agencyGarrett Temple","2016-07-08","Garrett Temple","free agency","Kings","signed unrestricted free agent to a 3-year, $24M contract","On 2016-07-08, Garrett Temple is signed unrestricted free agent to a 3-year, $24M contract by Kings",FALSE,FALSE,"Kings"
