"date","from","to","action_team","notes","edge_label","pick_involved"
"2016-02-18","D.J. Augustine","Randy Foye","Nuggets","trade with Thunder","On 2016-02-18, Nuggets make trade with Thunder for D.J. Augustine, and in exhchange give Randy Foye to them.",FALSE
"2016-02-18","Steve Novak","Randy Foye","Nuggets","trade with Thunder","On 2016-02-18, Nuggets make trade with Thunder for Steve Novak, and in exhchange give Randy Foye to them.",FALSE
"2016-02-18","2016 pick (#56-Daniel Hamilton)","Randy Foye","Nuggets","trade with Thunder","On 2016-02-18, Nuggets make trade with Thunder for 2016 pick (#56-Daniel Hamilton), and in exhchange give Randy Foye to them.",TRUE
"2016-02-18","Jeff Green","Lance Stephenson","Clippers","trade with Grizzlies","On 2016-02-18, Clippers make trade with Grizzlies for Jeff Green, and in exhchange give Lance Stephenson to them.",FALSE
"2016-02-18","Donatas Motiejunas","Joel Anthony","Pistons","trade with Rockets (trade later voided)","On 2016-02-18, Pistons make trade with Rockets (trade later voided) for Donatas Motiejunas, and in exhchange give Joel Anthony to them.",FALSE
"2016-02-18","Marcus Thornton (T.)","Joel Anthony","Pistons","trade with Rockets (trade later voided)","On 2016-02-18, Pistons make trade with Rockets (trade later voided) for Marcus Thornton (T.), and in exhchange give Joel Anthony to them.",FALSE
"2016-02-18","Joel Anthony","rights to Chukwudiebere Maduabum / Chu Chu Maduabum","76ers","trade with Rockets (trade later voided)","On 2016-02-18, 76ers make trade with Rockets (trade later voided) for Joel Anthony, and in exhchange give rights to Chukwudiebere Maduabum / Chu Chu Maduabum to them.",FALSE
"2016-06-17","Spencer Dinwiddie","Cameron Bairstow","Bulls","trade with Pistons","On 2016-06-17, Bulls make trade with Pistons for Spencer Dinwiddie, and in exhchange give Cameron Bairstow to them.",FALSE
"2016-06-22","Robin Lopez","Derrick Rose","Bulls","trade with Knicks","On 2016-06-22, Bulls make trade with Knicks for Robin Lopez, and in exhchange give Derrick Rose to them.",FALSE
"2016-06-22","Robin Lopez","Justin Holiday","Bulls","trade with Knicks","On 2016-06-22, Bulls make trade with Knicks for Robin Lopez, and in exhchange give Justin Holiday to them.",FALSE
"2016-06-22","Robin Lopez","2017 pick (#44-Damyean Dotson)","Bulls","trade with Knicks","On 2016-06-22, Bulls make trade with Knicks for Robin Lopez, and in exhchange give 2017 pick (#44-Damyean Dotson) to them.",TRUE
"2016-06-22","Jerian Grant","Derrick Rose","Bulls","trade with Knicks","On 2016-06-22, Bulls make trade with Knicks for Jerian Grant, and in exhchange give Derrick Rose to them.",FALSE
"2016-06-22","Jerian Grant","Justin Holiday","Bulls","trade with Knicks","On 2016-06-22, Bulls make trade with Knicks for Jerian Grant, and in exhchange give Justin Holiday to them.",FALSE
"2016-06-22","Jerian Grant","2017 pick (#44-Damyean Dotson)","Bulls","trade with Knicks","On 2016-06-22, Bulls make trade with Knicks for Jerian Grant, and in exhchange give 2017 pick (#44-Damyean Dotson) to them.",TRUE
"2016-06-22","Jose Calderon","Derrick Rose","Bulls","trade with Knicks","On 2016-06-22, Bulls make trade with Knicks for Jose Calderon, and in exhchange give Derrick Rose to them.",FALSE
"2016-06-22","Jose Calderon","Justin Holiday","Bulls","trade with Knicks","On 2016-06-22, Bulls make trade with Knicks for Jose Calderon, and in exhchange give Justin Holiday to them.",FALSE
"2016-06-22","Jose Calderon","2017 pick (#44-Damyean Dotson)","Bulls","trade with Knicks","On 2016-06-22, Bulls make trade with Knicks for Jose Calderon, and in exhchange give 2017 pick (#44-Damyean Dotson) to them.",TRUE
"2016-06-23","rights to Jake Layman","cash","Blazers","trade with Magic","On 2016-06-23, Blazers make trade with Magic for rights to Jake Layman, and in exhchange give cash to them.",FALSE
"2016-06-23","cash","rights to Patrick McCaw","Bucks","trade with Warriors","On 2016-06-23, Bucks make trade with Warriors for cash, and in exhchange give rights to Patrick McCaw to them.",FALSE
"2016-06-23","rights to David Michineau","rights to Cheick Diallo","Clippers","trade with Pelicans","On 2016-06-23, Clippers make trade with Pelicans for rights to David Michineau, and in exhchange give rights to Cheick Diallo to them.",FALSE
"2016-06-23","rights to Diamond Stone","rights to Cheick Diallo","Clippers","trade with Pelicans","On 2016-06-23, Clippers make trade with Pelicans for rights to Diamond Stone, and in exhchange give rights to Cheick Diallo to them.",FALSE
"2016-06-23","rights to Marcus Paige","rights to Isaiah Whitehead","Jazz","trade with Nets","On 2016-06-23, Jazz make trade with Nets for rights to Marcus Paige, and in exhchange give rights to Isaiah Whitehead to them.",FALSE
"2016-06-23","cash","rights to Isaiah Whitehead","Jazz","trade with Nets","On 2016-06-23, Jazz make trade with Nets for cash, and in exhchange give rights to Isaiah Whitehead to them.",FALSE
"2016-06-23","rights to Bogdan Bogdanovic","rights to Marquese Chriss","Kings","trade with Suns","On 2016-06-23, Kings make trade with Suns for rights to Bogdan Bogdanovic, and in exhchange give rights to Marquese Chriss to them.",FALSE
"2016-06-23","rights to Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis","rights to Marquese Chriss","Kings","trade with Suns","On 2016-06-23, Kings make trade with Suns for rights to Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis, and in exhchange give rights to Marquese Chriss to them.",FALSE
"2016-06-23","rights to Skal Labissiere","rights to Marquese Chriss","Kings","trade with Suns","On 2016-06-23, Kings make trade with Suns for rights to Skal Labissiere, and in exhchange give rights to Marquese Chriss to them.",FALSE
"2016-06-23","Serge Ibaka","Victor Oladipo","Magic","trade with Thunder","On 2016-06-23, Magic make trade with Thunder for Serge Ibaka, and in exhchange give Victor Oladipo to them.",FALSE
"2016-06-23","Serge Ibaka","Ersan Ilyasova","Magic","trade with Thunder","On 2016-06-23, Magic make trade with Thunder for Serge Ibaka, and in exhchange give Ersan Ilyasova to them.",FALSE
"2016-06-23","Serge Ibaka","rights to Domantas Sabonis / Domas Sabonis","Magic","trade with Thunder","On 2016-06-23, Magic make trade with Thunder for Serge Ibaka, and in exhchange give rights to Domantas Sabonis / Domas Sabonis to them.",FALSE
"2016-06-23","cash","rights to Daniel Hamilton","Nuggets","trade with Thunder","On 2016-06-23, Nuggets make trade with Thunder for cash, and in exhchange give rights to Daniel Hamilton to them.",FALSE
"2016-06-24","rights to Kahlil Felder / Kay Felder","cash","Cavaliers","trade with Hawks","On 2016-06-24, Cavaliers make trade with Hawks for rights to Kahlil Felder / Kay Felder, and in exhchange give cash to them.",FALSE
"2016-07-07","Shabazz Napier","cash","Blazers","trade with Magic","On 2016-07-07, Blazers make trade with Magic for Shabazz Napier, and in exhchange give cash to them.",FALSE
"2016-07-07","rights to Ater Majok","Jose Calderon","Bulls","trade with Lakers","On 2016-07-07, Bulls make trade with Lakers for rights to Ater Majok, and in exhchange give Jose Calderon to them.",FALSE
"2016-07-07","rights to Ater Majok","2018 pick (#47-Sviatoslav Mykhailiuk / Svi Mykhailiuk)","Bulls","trade with Lakers","On 2016-07-07, Bulls make trade with Lakers for rights to Ater Majok, and in exhchange give 2018 pick (#47-Sviatoslav Mykhailiuk / Svi Mykhailiuk) to them.",TRUE
"2016-07-07","rights to Taurean Prince","Jeff Teague","Hawks","3-team trade with Jazz, Pacers","On 2016-07-07, Hawks make 3-team trade with Jazz, Pacers for rights to Taurean Prince, and in exhchange give Jeff Teague to them.",FALSE
"2016-07-07","trade exception","Jeff Teague","Hawks","3-team trade with Jazz, Pacers","On 2016-07-07, Hawks make 3-team trade with Jazz, Pacers for trade exception, and in exhchange give Jeff Teague to them.",FALSE
"2016-07-07","Marco Belinelli","rights to Malachi Richardson","Hornets","trade with Kings","On 2016-07-07, Hornets make trade with Kings for Marco Belinelli, and in exhchange give rights to Malachi Richardson to them.",FALSE
"2016-07-07","Boris Diaw","rights to Olivier Hanlan","Jazz","trade with Spurs","On 2016-07-07, Jazz make trade with Spurs for Boris Diaw, and in exhchange give rights to Olivier Hanlan to them.",FALSE
"2016-07-07","Boris Diaw","trade exception","Jazz","trade with Spurs","On 2016-07-07, Jazz make trade with Spurs for Boris Diaw, and in exhchange give trade exception to them.",FALSE
"2016-07-07","cash","rights to Olivier Hanlan","Jazz","trade with Spurs","On 2016-07-07, Jazz make trade with Spurs for cash, and in exhchange give rights to Olivier Hanlan to them.",FALSE
"2016-07-07","George Hill","rights to Taurean Prince","Jazz","3-team trade with Hawks, Pacers","On 2016-07-07, Jazz make 3-team trade with Hawks, Pacers for George Hill, and in exhchange give rights to Taurean Prince to them.",FALSE
"2016-07-07","Andrew Bogut","trade exception","Mavericks","trade with Warriors","On 2016-07-07, Mavericks make trade with Warriors for Andrew Bogut, and in exhchange give trade exception to them.",FALSE
"2016-07-07","rights to Stanko Barac","Jeremy Evans","Mavericks","trade with Pacers","On 2016-07-07, Mavericks make trade with Pacers for rights to Stanko Barac, and in exhchange give Jeremy Evans to them.",FALSE
"2016-07-07","rights to Stanko Barac","rights to Emir Preldzic","Mavericks","trade with Pacers","On 2016-07-07, Mavericks make trade with Pacers for rights to Stanko Barac, and in exhchange give rights to Emir Preldzic to them.",FALSE
"2016-07-07","rights to Stanko Barac","cash","Mavericks","trade with Pacers","On 2016-07-07, Mavericks make trade with Pacers for rights to Stanko Barac, and in exhchange give cash to them.",FALSE
"2016-07-07","rights to Caris LeVert","Thaddeus Young","Nets","trade with Pacers","On 2016-07-07, Nets make trade with Pacers for rights to Caris LeVert, and in exhchange give Thaddeus Young to them.",FALSE
"2016-07-07","Jeff Teague","George Hill","Pacers","3-team trade with Hawks, Jazz","On 2016-07-07, Pacers make 3-team trade with Hawks, Jazz for Jeff Teague, and in exhchange give George Hill to them.",FALSE
"2016-07-07","Matthew Dellavedova / Matt Dellavedova","rights to Albert Miralles","Bucks","trade with Cavaliers","On 2016-07-07, Bucks make trade with Cavaliers for Matthew Dellavedova / Matt Dellavedova, and in exhchange give rights to Albert Miralles to them.",FALSE
"2016-07-07","rights to Albert Miralles","Mike Dunleavy Jr.","Bulls","trade with Cavaliers","On 2016-07-07, Bulls make trade with Cavaliers for rights to Albert Miralles, and in exhchange give Mike Dunleavy Jr. to them.",FALSE
"2016-07-07","rights to Albert Miralles","rights to Vladimir Veremeenko","Bulls","trade with Cavaliers","On 2016-07-07, Bulls make trade with Cavaliers for rights to Albert Miralles, and in exhchange give rights to Vladimir Veremeenko to them.",FALSE
"2016-07-10","Luke Babbitt","2018 pick (#51-Tony Carr)","Heat","trade with Pelicans","On 2016-07-10, Heat make trade with Pelicans for Luke Babbitt, and in exhchange give 2018 pick (#51-Tony Carr) to them.",TRUE
"2016-07-10","Luke Babbitt","cash","Heat","trade with Pelicans","On 2016-07-10, Heat make trade with Pelicans for Luke Babbitt, and in exhchange give cash to them.",FALSE
"2016-07-12","Troy Daniels","cash","Grizzlies","trade with Hornets","On 2016-07-12, Grizzlies make trade with Hornets for Troy Daniels, and in exhchange give cash to them.",FALSE
"2016-07-12","Troy Daniels","trade exception","Grizzlies","trade with Hornets","On 2016-07-12, Grizzlies make trade with Hornets for Troy Daniels, and in exhchange give trade exception to them.",FALSE
"2016-07-15","Sasha Kaun","rights to Chukwudiebere Maduabum / Chu Chu Maduabum","76ers","trade with Cavaliers","On 2016-07-15, 76ers make trade with Cavaliers for Sasha Kaun, and in exhchange give rights to Chukwudiebere Maduabum / Chu Chu Maduabum to them.",FALSE
"2016-07-15","cash","rights to Chukwudiebere Maduabum / Chu Chu Maduabum","76ers","trade with Cavaliers","On 2016-07-15, 76ers make trade with Cavaliers for cash, and in exhchange give rights to Chukwudiebere Maduabum / Chu Chu Maduabum to them.",FALSE
"2016-07-15","Roy Devyn Marble / Roy Marble (Devyn)","C.J. Wilcox","Clippers","trade with Magic","On 2016-07-15, Clippers make trade with Magic for Roy Devyn Marble / Roy Marble (Devyn), and in exhchange give C.J. Wilcox to them.",FALSE
"2016-07-15","Roy Devyn Marble / Roy Marble (Devyn)","cash","Clippers","trade with Magic","On 2016-07-15, Clippers make trade with Magic for Roy Devyn Marble / Roy Marble (Devyn), and in exhchange give cash to them.",FALSE
"2016-08-26","Tibor Pleiss","Kendall Marshall","76ers","trade with Jazz","On 2016-08-26, 76ers make trade with Jazz for Tibor Pleiss, and in exhchange give Kendall Marshall to them.",FALSE
"2016-08-26","2017 pick (#36-Jonah Bolden)","Kendall Marshall","76ers","trade with Jazz","On 2016-08-26, 76ers make trade with Jazz for 2017 pick (#36-Jonah Bolden), and in exhchange give Kendall Marshall to them.",TRUE
"2016-08-26","2017 pick (#60-Alpha Kaba)","Kendall Marshall","76ers","trade with Jazz","On 2016-08-26, 76ers make trade with Jazz for 2017 pick (#60-Alpha Kaba), and in exhchange give Kendall Marshall to them.",TRUE
"2016-09-22","Michael Beasley","Tyler Ennis","Bucks","trade with Rockets","On 2016-09-22, Bucks make trade with Rockets for Michael Beasley, and in exhchange give Tyler Ennis to them.",FALSE
"2016-10-17","Tony Snell","Michael Carter-Williams","Bucks","trade with Bulls","On 2016-10-17, Bucks make trade with Bulls for Tony Snell, and in exhchange give Michael Carter-Williams to them.",FALSE
"2016-11-01","Ersan Ilyasova","Jerami Grant","76ers","trade with Thunder","On 2016-11-01, 76ers make trade with Thunder for Ersan Ilyasova, and in exhchange give Jerami Grant to them.",FALSE
"2017-01-06","2017 pick (#26-Caleb Swanigan)","2018 pick (#25-Moritz Wagner / Moe Wagner)","Blazers","trade with Cavaliers","On 2017-01-06, Blazers make trade with Cavaliers for 2017 pick (#26-Caleb Swanigan), and in exhchange give 2018 pick (#25-Moritz Wagner / Moe Wagner) to them.",TRUE
"2017-01-07","Kyle Korver","Mike Dunleavy","Cavaliers","trade with Hawks","On 2017-01-07, Cavaliers make trade with Hawks for Kyle Korver, and in exhchange give Mike Dunleavy to them.",FALSE
"2017-01-07","Kyle Korver","Maurice Williams / Mo Williams","Cavaliers","trade with Hawks","On 2017-01-07, Cavaliers make trade with Hawks for Kyle Korver, and in exhchange give Maurice Williams / Mo Williams to them.",FALSE
"2017-01-18","rights to Cenk Akyol","Maurice Williams / Mo Williams","Hawks","trade with Nuggets","On 2017-01-18, Hawks make trade with Nuggets for rights to Cenk Akyol, and in exhchange give Maurice Williams / Mo Williams to them.",FALSE
"2017-01-18","trade exception","Maurice Williams / Mo Williams","Hawks","trade with Nuggets","On 2017-01-18, Hawks make trade with Nuggets for trade exception, and in exhchange give Maurice Williams / Mo Williams to them.",FALSE
"2017-02-02","Roy Hibbert","Miles Plumlee","Bucks","trade with Hornets","On 2017-02-02, Bucks make trade with Hornets for Roy Hibbert, and in exhchange give Miles Plumlee to them.",FALSE
"2017-02-02","Roy Hibbert","cash","Bucks","trade with Hornets","On 2017-02-02, Bucks make trade with Hornets for Roy Hibbert, and in exhchange give cash to them.",FALSE
"2017-02-02","Spencer Hawes","Miles Plumlee","Bucks","trade with Hornets","On 2017-02-02, Bucks make trade with Hornets for Spencer Hawes, and in exhchange give Miles Plumlee to them.",FALSE
"2017-02-02","Spencer Hawes","cash","Bucks","trade with Hornets","On 2017-02-02, Bucks make trade with Hornets for Spencer Hawes, and in exhchange give cash to them.",FALSE
"2017-02-12","Jusuf Nurkic","Mason Plumlee","Blazers","trade with Nuggets","On 2017-02-12, Blazers make trade with Nuggets for Jusuf Nurkic, and in exhchange give Mason Plumlee to them.",FALSE
"2017-02-12","Jusuf Nurkic","2018 pick (#54-Shake Milton)","Blazers","trade with Nuggets","On 2017-02-12, Blazers make trade with Nuggets for Jusuf Nurkic, and in exhchange give 2018 pick (#54-Shake Milton) to them.",TRUE
"2017-02-12","Jusuf Nurkic","cash","Blazers","trade with Nuggets","On 2017-02-12, Blazers make trade with Nuggets for Jusuf Nurkic, and in exhchange give cash to them.",FALSE
"2017-02-14","Terrence Ross","Serge Ibaka","Magic","trade with Raptors","On 2017-02-14, Magic make trade with Raptors for Terrence Ross, and in exhchange give Serge Ibaka to them.",FALSE
"2017-02-19","Buddy Hield","DeMarcus Cousins","Kings","trade with Pelicans","On 2017-02-19, Kings make trade with Pelicans for Buddy Hield, and in exhchange give DeMarcus Cousins to them.",FALSE
"2017-02-19","Buddy Hield","Omri Casspi","Kings","trade with Pelicans","On 2017-02-19, Kings make trade with Pelicans for Buddy Hield, and in exhchange give Omri Casspi to them.",FALSE
"2017-02-19","Tyreke Evans","DeMarcus Cousins","Kings","trade with Pelicans","On 2017-02-19, Kings make trade with Pelicans for Tyreke Evans, and in exhchange give DeMarcus Cousins to them.",FALSE
"2017-02-19","Tyreke Evans","Omri Casspi","Kings","trade with Pelicans","On 2017-02-19, Kings make trade with Pelicans for Tyreke Evans, and in exhchange give Omri Casspi to them.",FALSE
"2017-02-19","Langston Galloway","DeMarcus Cousins","Kings","trade with Pelicans","On 2017-02-19, Kings make trade with Pelicans for Langston Galloway, and in exhchange give DeMarcus Cousins to them.",FALSE
"2017-02-19","Langston Galloway","Omri Casspi","Kings","trade with Pelicans","On 2017-02-19, Kings make trade with Pelicans for Langston Galloway, and in exhchange give Omri Casspi to them.",FALSE
"2017-02-19","2017 pick (#34-Frank Mason)","DeMarcus Cousins","Kings","trade with Pelicans","On 2017-02-19, Kings make trade with Pelicans for 2017 pick (#34-Frank Mason), and in exhchange give DeMarcus Cousins to them.",TRUE
"2017-02-19","2017 pick (#34-Frank Mason)","Omri Casspi","Kings","trade with Pelicans","On 2017-02-19, Kings make trade with Pelicans for 2017 pick (#34-Frank Mason), and in exhchange give Omri Casspi to them.",TRUE
"2017-02-22","Tiago Splitter","Ersan Ilyasova","76ers","trade with Hawks","On 2017-02-22, 76ers make trade with Hawks for Tiago Splitter, and in exhchange give Ersan Ilyasova to them.",FALSE
"2017-02-22","Tiago Splitter","2017 pick (#60-Alpha Kaba)","76ers","trade with Hawks","On 2017-02-22, 76ers make trade with Hawks for Tiago Splitter, and in exhchange give 2017 pick (#60-Alpha Kaba) to them.",TRUE
"2017-02-22","2017 pick (#50-Mathias Lessort)","Ersan Ilyasova","76ers","trade with Hawks","On 2017-02-22, 76ers make trade with Hawks for 2017 pick (#50-Mathias Lessort), and in exhchange give Ersan Ilyasova to them.",TRUE
"2017-02-22","2017 pick (#50-Mathias Lessort)","2017 pick (#60-Alpha Kaba)","76ers","trade with Hawks","On 2017-02-22, 76ers make trade with Hawks for 2017 pick (#50-Mathias Lessort), and in exhchange give 2017 pick (#60-Alpha Kaba) to them.",TRUE
"2017-02-22","Andrew Nicholson","Bojan Bogdanovic","Nets","trade with Wizards","On 2017-02-22, Nets make trade with Wizards for Andrew Nicholson, and in exhchange give Bojan Bogdanovic to them.",FALSE
"2017-02-22","Andrew Nicholson","Chris McCullough","Nets","trade with Wizards","On 2017-02-22, Nets make trade with Wizards for Andrew Nicholson, and in exhchange give Chris McCullough to them.",FALSE
"2017-02-22","Marcus Thornton (T.)","Bojan Bogdanovic","Nets","trade with Wizards","On 2017-02-22, Nets make trade with Wizards for Marcus Thornton (T.), and in exhchange give Bojan Bogdanovic to them.",FALSE
"2017-02-22","Marcus Thornton (T.)","Chris McCullough","Nets","trade with Wizards","On 2017-02-22, Nets make trade with Wizards for Marcus Thornton (T.), and in exhchange give Chris McCullough to them.",FALSE
"2017-02-23","Andrew Bogut","Nerlens Noel","76ers","trade with Mavericks","On 2017-02-23, 76ers make trade with Mavericks for Andrew Bogut, and in exhchange give Nerlens Noel to them.",FALSE
"2017-02-23","Justin Anderson","Nerlens Noel","76ers","trade with Mavericks","On 2017-02-23, 76ers make trade with Mavericks for Justin Anderson, and in exhchange give Nerlens Noel to them.",FALSE
"2017-02-23","Cameron Payne","Taj Gibson","Bulls","trade with Thunder","On 2017-02-23, Bulls make trade with Thunder for Cameron Payne, and in exhchange give Taj Gibson to them.",FALSE
"2017-02-23","Cameron Payne","Doug McDermott","Bulls","trade with Thunder","On 2017-02-23, Bulls make trade with Thunder for Cameron Payne, and in exhchange give Doug McDermott to them.",FALSE
"2017-02-23","Cameron Payne","2018 pick (#36-Mitchell Robinson)","Bulls","trade with Thunder","On 2017-02-23, Bulls make trade with Thunder for Cameron Payne, and in exhchange give 2018 pick (#36-Mitchell Robinson) to them.",TRUE
"2017-02-23","Joffrey Lauvergne","Taj Gibson","Bulls","trade with Thunder","On 2017-02-23, Bulls make trade with Thunder for Joffrey Lauvergne, and in exhchange give Taj Gibson to them.",FALSE
"2017-02-23","Joffrey Lauvergne","Doug McDermott","Bulls","trade with Thunder","On 2017-02-23, Bulls make trade with Thunder for Joffrey Lauvergne, and in exhchange give Doug McDermott to them.",FALSE
"2017-02-23","Joffrey Lauvergne","2018 pick (#36-Mitchell Robinson)","Bulls","trade with Thunder","On 2017-02-23, Bulls make trade with Thunder for Joffrey Lauvergne, and in exhchange give 2018 pick (#36-Mitchell Robinson) to them.",TRUE
"2017-02-23","Anthony Morrow","Taj Gibson","Bulls","trade with Thunder","On 2017-02-23, Bulls make trade with Thunder for Anthony Morrow, and in exhchange give Taj Gibson to them.",FALSE
"2017-02-23","Anthony Morrow","Doug McDermott","Bulls","trade with Thunder","On 2017-02-23, Bulls make trade with Thunder for Anthony Morrow, and in exhchange give Doug McDermott to them.",FALSE
"2017-02-23","Anthony Morrow","2018 pick (#36-Mitchell Robinson)","Bulls","trade with Thunder","On 2017-02-23, Bulls make trade with Thunder for Anthony Morrow, and in exhchange give 2018 pick (#36-Mitchell Robinson) to them.",TRUE
"2017-02-23","Corey Brewer","Louis Williams / Lou Williams","Lakers","trade with Rockets","On 2017-02-23, Lakers make trade with Rockets for Corey Brewer, and in exhchange give Louis Williams / Lou Williams to them.",FALSE
"2017-02-23","2017 pick (#28-Tony Bradley)","Louis Williams / Lou Williams","Lakers","trade with Rockets","On 2017-02-23, Lakers make trade with Rockets for 2017 pick (#28-Tony Bradley), and in exhchange give Louis Williams / Lou Williams to them.",TRUE
"2017-02-23","Tyler Ennis","Marcelinho Huertas / Marcelo Huertas","Lakers","trade with Rockets","On 2017-02-23, Lakers make trade with Rockets for Tyler Ennis, and in exhchange give Marcelinho Huertas / Marcelo Huertas to them.",FALSE
"2017-02-23","rights to Brad Newley","Marcelinho Huertas / Marcelo Huertas","Lakers","trade with Rockets","On 2017-02-23, Lakers make trade with Rockets for rights to Brad Newley, and in exhchange give Marcelinho Huertas / Marcelo Huertas to them.",FALSE
"2017-02-23","K.J. McDaniels","cash","Nets","trade with Rockets","On 2017-02-23, Nets make trade with Rockets for K.J. McDaniels, and in exhchange give cash to them.",FALSE
"2017-02-23","P.J. Tucker","Jared Sullinger","Raptors","trade with Suns","On 2017-02-23, Raptors make trade with Suns for P.J. Tucker, and in exhchange give Jared Sullinger to them.",FALSE
"2017-02-23","P.J. Tucker","2017 pick (#54-Alec Peters)","Raptors","trade with Suns","On 2017-02-23, Raptors make trade with Suns for P.J. Tucker, and in exhchange give 2017 pick (#54-Alec Peters) to them.",TRUE
"2017-02-23","P.J. Tucker","2018 pick (#59-George King)","Raptors","trade with Suns","On 2017-02-23, Raptors make trade with Suns for P.J. Tucker, and in exhchange give 2018 pick (#59-George King) to them.",TRUE
"2017-06-19","2017 pick (#1-Markelle Fultz)","2017 pick (#3-Jayson Tatum)","76ers","trade with Celtics","On 2017-06-19, 76ers make trade with Celtics for 2017 pick (#1-Markelle Fultz), and in exhchange give 2017 pick (#3-Jayson Tatum) to them.",TRUE
"2017-06-20","Marco Belinelli","Dwight Howard","Hawks","trade with Hornets","On 2017-06-20, Hawks make trade with Hornets for Marco Belinelli, and in exhchange give Dwight Howard to them.",FALSE
"2017-06-20","Marco Belinelli","2017 pick (#31-Frank Jackson)","Hawks","trade with Hornets","On 2017-06-20, Hawks make trade with Hornets for Marco Belinelli, and in exhchange give 2017 pick (#31-Frank Jackson) to them.",TRUE
"2017-06-20","Miles Plumlee","Dwight Howard","Hawks","trade with Hornets","On 2017-06-20, Hawks make trade with Hornets for Miles Plumlee, and in exhchange give Dwight Howard to them.",FALSE
"2017-06-20","Miles Plumlee","2017 pick (#31-Frank Jackson)","Hawks","trade with Hornets","On 2017-06-20, Hawks make trade with Hornets for Miles Plumlee, and in exhchange give 2017 pick (#31-Frank Jackson) to them.",TRUE
"2017-06-20","2017 pick (#41-Tyler Dorsey)","Dwight Howard","Hawks","trade with Hornets","On 2017-06-20, Hawks make trade with Hornets for 2017 pick (#41-Tyler Dorsey), and in exhchange give Dwight Howard to them.",TRUE
"2017-06-20","2017 pick (#41-Tyler Dorsey)","2017 pick (#31-Frank Jackson)","Hawks","trade with Hornets","On 2017-06-20, Hawks make trade with Hornets for 2017 pick (#41-Tyler Dorsey), and in exhchange give 2017 pick (#31-Frank Jackson) to them.",TRUE
"2017-06-21","2017 pick (#52-Edmond Sumner)","Tim Frazier","Pelicans","trade with Wizards","On 2017-06-21, Pelicans make trade with Wizards for 2017 pick (#52-Edmond Sumner), and in exhchange give Tim Frazier to them.",TRUE
"2017-06-22","rights to Zach Collins","rights to Justin Jackson","Blazers","trade with Kings","On 2017-06-22, Blazers make trade with Kings for rights to Zach Collins, and in exhchange give rights to Justin Jackson to them.",FALSE
"2017-06-22","rights to Zach Collins","rights to Harry Giles","Blazers","trade with Kings","On 2017-06-22, Blazers make trade with Kings for rights to Zach Collins, and in exhchange give rights to Harry Giles to them.",FALSE
"2017-06-22","cash","rights to Sindarius Thornwell","Bucks","trade with Clippers","On 2017-06-22, Bucks make trade with Clippers for cash, and in exhchange give rights to Sindarius Thornwell to them.",FALSE
"2017-06-22","cash","rights to Jordan Bell","Bulls","trade with Warriors","On 2017-06-22, Bulls make trade with Warriors for cash, and in exhchange give rights to Jordan Bell to them.",FALSE
"2017-06-22","Zach LaVine","Jimmy Butler","Bulls","trade with Timberwolves","On 2017-06-22, Bulls make trade with Timberwolves for Zach LaVine, and in exhchange give Jimmy Butler to them.",FALSE
"2017-06-22","Zach LaVine","rights to Justin Patton","Bulls","trade with Timberwolves","On 2017-06-22, Bulls make trade with Timberwolves for Zach LaVine, and in exhchange give rights to Justin Patton to them.",FALSE
"2017-06-22","Kris Dunn","Jimmy Butler","Bulls","trade with Timberwolves","On 2017-06-22, Bulls make trade with Timberwolves for Kris Dunn, and in exhchange give Jimmy Butler to them.",FALSE
"2017-06-22","Kris Dunn","rights to Justin Patton","Bulls","trade with Timberwolves","On 2017-06-22, Bulls make trade with Timberwolves for Kris Dunn, and in exhchange give rights to Justin Patton to them.",FALSE
"2017-06-22","rights to Lauri Markkanen","Jimmy Butler","Bulls","trade with Timberwolves","On 2017-06-22, Bulls make trade with Timberwolves for rights to Lauri Markkanen, and in exhchange give Jimmy Butler to them.",FALSE
"2017-06-22","rights to Lauri Markkanen","rights to Justin Patton","Bulls","trade with Timberwolves","On 2017-06-22, Bulls make trade with Timberwolves for rights to Lauri Markkanen, and in exhchange give rights to Justin Patton to them.",FALSE
"2017-06-22","rights to Dillon Brooks","2018 pick (#46-De'Anthony Melton)","Grizzlies","trade with Rockets","On 2017-06-22, Grizzlies make trade with Rockets for rights to Dillon Brooks, and in exhchange give 2018 pick (#46-De'Anthony Melton) to them.",TRUE
"2017-06-22","rights to Dwayne Bacon","rights to Frank Jackson","Hornets","trade with Pelicans","On 2017-06-22, Hornets make trade with Pelicans for rights to Dwayne Bacon, and in exhchange give rights to Frank Jackson to them.",FALSE
"2017-06-22","cash","rights to Frank Jackson","Hornets","trade with Pelicans","On 2017-06-22, Hornets make trade with Pelicans for cash, and in exhchange give rights to Frank Jackson to them.",FALSE
"2017-06-22","rights to Donovan Mitchell","Trey Lyles","Jazz","trade with Nuggets","On 2017-06-22, Jazz make trade with Nuggets for rights to Donovan Mitchell, and in exhchange give Trey Lyles to them.",FALSE
"2017-06-22","rights to Donovan Mitchell","rights to Tyler Lydon","Jazz","trade with Nuggets","On 2017-06-22, Jazz make trade with Nuggets for rights to Donovan Mitchell, and in exhchange give rights to Tyler Lydon to them.",FALSE
