"","Date","Team","Acquired","Relinquished","Notes"
"1747","2018-06-21","Suns","• rights to Mikal Bridges","• rights to Zhaire Smith• 2021 first round pick (?-?)","trade with 76ers"
"1748","2018-06-22","Warriors","","• Chris Boucher","waived"
"1749","2018-06-24","Grizzlies","","• Omari Johnson","waived"
"1750","2018-06-25","Magic","","• Shelvin Mack","waived"
"1751","2018-06-26","Clippers","• Marcin Gortat","• Austin Rivers","trade with Wizards"
"1752","2018-06-26","Wizards","• Austin Rivers","• Marcin Gortat","trade with Clippers"
"1753","2018-06-28","Lakers","","• Tyler Ennis","waived"
"1754","2018-06-30","Hawks","","• Isaiah Taylor","waived"
"1755","2018-06-30","Lakers","","• Thomas Bryant","waived"
"1756","2018-06-30","Suns","","• Tyler Ulis","waived"
"1757","2018-06-30","Timberwolves","","• Cole Aldrich","waived"
"1758","2018-07-01","Bucks","• Ersan Ilyasova","","signed unrestricted free agent to a 3-year, $21M contract"
"1759","2018-07-01","Hawks","• Jaylen Adams","","signed free agent to a two way contract"
"1760","2018-07-01","Lakers","• Malik Newman","","signed free agent to a two way contract"
"1761","2018-07-01","Spurs","• Marco Belinelli","","signed unrestricted free agent to a 2-year, $12M contract"
"1762","2018-07-02","Celtics","• Brad Wanamaker","","signed free agent to a 1-year, $838K contract"
"1763","2018-07-02","Hornets","• J.P. Macura","","signed free agent to a two way contract"
"1764","2018-07-02","Pacers","","• Al Jefferson","waived"
"1765","2018-07-02","Suns","","• Alan Williams","waived"
"1766","2018-07-03","Knicks","• Allonzo Trier","","signed free agent to a two way contract"
"1767","2018-07-05","Blazers","• Nik Stauskas","","signed unrestricted free agent to a 1-year, $1.6M contract"
"1768","2018-07-05","Clippers","• Angel Delgado","","signed free agent to a two way contract"
"1769","2018-07-05","Rockets","","• Aaron Jackson","waived"
"1770","2018-07-05","Rockets","• Gary Clark (b)","","signed free agent"
"1771","2018-07-05","Timberwolves","• Jared Terrell","","signed free agent to a two way contract"
"1772","2018-07-06","76ers","• Wilson Chandler• 2021 second round pick (?-?)• 76ers option to swap 2022 second round picks with Nuggets (?-?)","• 76ers option to swap 2022 second round picks with Nuggets (?-?)• cash","trade with Nuggets"
"1773","2018-07-06","Blazers","• Seth Curry","","signed unrestricted free agent to a 2-year, $5.6M contract"
"1774","2018-07-06","Cavaliers","• Billy Preston","","signed free agent to a two way contract"
"1775","2018-07-06","Kings","","• Nigel Hayes","waived"
"1776","2018-07-06","Knicks","• Mario Hezonja","","signed unrestricted free agent to a 1-year, $6.5M contract"
"1777","2018-07-06","Lakers","• Rajon Rondo","","signed unrestricted free agent to a 1-year, $9M contract"
"1778","2018-07-06","Magic","• Isaiah Briscoe","","signed free agent to a 4-year, $6M contract"
"1779","2018-07-06","Mavericks","","• Kyle Collinsworth","waived"
"1780","2018-07-06","Mavericks","• DeAndre Jordan","","signed unrestricted free agent to a 1-year, $22.9M contract"
"1781","2018-07-06","Nuggets","• 76ers option to swap 2022 second round picks with Nuggets (?-?)• cash","• Wilson Chandler• 2021 second round pick (?-?)• 76ers option to swap 2022 second round picks with Nuggets (?-?)","trade with 76ers"
"1782","2018-07-06","Pacers","","• Alex Poythress","waived"
"1783","2018-07-06","Pacers","• Doug McDermott","","signed unrestricted free agent to a 3-year, $22M contract"
"1784","2018-07-06","Pacers","• Tyreke Evans","","signed unrestricted free agent to a 1-year, $12.4M contract"
"1785","2018-07-06","Rockets","• Michael Carter-Williams","","signed unrestricted free agent to a 1-year, $1.8M contract"
"1786","2018-07-06","Suns","• Trevor Ariza","","signed unrestricted free agent to a 1-year, $15M contract"
"1787","2018-07-06","Thunder","• Deonte Burton","","signed free agent to a two way contract"
"1788","2018-07-06","Warriors","• DeMarcus Cousins","","signed unrestricted free agent to a 1-year, $5.3M contract"
"1789","2018-07-06","Hornets","• 2019 second round pick (?-?)• cash","• rights to Hamidou Diallo","trade with Thunder"
"1790","2018-07-06","Thunder","• Nerlens Noel","","signed unrestricted free agent to a 2-year, $3.75M contract (second year is player option)"
"1791","2018-07-06","Thunder","• rights to Hamidou Diallo","• 2019 second round pick (?-?)• cash","trade with Hornets"
"1792","2018-07-06","76ers","• 2019 second round pick (?-?)• cash","• rights to Isaac Bonga","trade with Lakers"
"1793","2018-07-06","Hornets","• Timofey Mozgov• rights to Hamidou Diallo• 2021 second round pick (?-?)• cash","• Dwight Howard","trade with Nets"
"1794","2018-07-06","Lakers","• rights to Isaac Bonga","• 2019 second round pick (?-?)• cash","trade with 76ers"
"1795","2018-07-06","Nets","• Dwight Howard","• Timofey Mozgov• rights to Hamidou Diallo• 2021 second round pick (?-?)• cash","trade with Hornets"
"1796","2018-07-07","Bulls","• Julyan Stone","• Jerian Grant","3-team trade with Hornets, Magic"
"1797","2018-07-07","Hornets","• Bismack Biyombo• 2019 second round pick (from Magic) (less favorable of Nuggets (protected #56-60), Wizards picks; if Nuggets pick is less favorable but falls within protected range, then Wizards pick) (?-?)• 2020 second round pick (from Magic) (less favorable of Knicks, Nets picks) (?-?)","• Timofey Mozgov• Julyan Stone","3-team trade with Bulls, Magic"
"1798","2018-07-07","Jazz","","• Jonas Jerebko","waived"
"1799","2018-07-07","Magic","• Timofey Mozgov• Jerian Grant","• Bismack Biyombo• 2019 second round pick (less favorable of Nuggets (protected #56-60), Wizards picks; if Nuggets pick is less favorable but falls within protected range, then Wizards pick) (?-?)• 2020 second round pick (less favorable of Knicks, Nets picks) (?-?)","3-team trade with Bulls, Hornets"
"1800","2018-07-07","Nets","","• Dwight Howard","waived (team bought out contract)"
"1801","2018-07-07","Pistons","","• Dwight Buycks","waived"
"1802","2018-07-07","Pistons","• Glenn Robinson III","","signed unrestricted free agent to a 1-year, $4.1M contract with a 1-year team option"
"1803","2018-07-07","Pistons","• Jose Calderon","","signed unrestricted free agent to a 1-year, $2.4M contract"
"1804","2018-07-07","Timberwolves","• Anthony Tolliver","","signed unrestricted free agent to a 1-year, $5.75M contract"
"1805","2018-07-08","Pelicans","• Elfrid Payton","","signed unrestricted free agent to a 1-year, $2.7M contract"
"1806","2018-07-08","Pelicans","• Julius Randle","","signed unrestricted free agent to a 2-year, $17.7M contract"
"1807","2018-07-08","Pistons","","• Eric Moreland","waived"
"1808","2018-07-08","Grizzlies","• Kyle Anderson","","signed restricted free agent to a 4-year, $37.2M contract (Spurs declined to match Grizzlies offer sheet)"
"1809","2018-07-09","Clippers","• Mike Scott","","signed unrestricted free agent to a 1-year, $4.32M contract"
"1810","2018-07-09","Lakers","• LeBron James","","signed unrestricted free agent to a 4-year, $153.5M contract"
"1811","2018-07-09","Pacers","• Kyle O'Quinn","","signed unrestricted free agent to a 1-year, $4.45M contract"
"1812","2018-07-10","Clippers","• Luc Richard Mbah a Moute / Luc Mbah a Moute","","signed unrestricted free agent to a 1-year, $4.3M contract"
"1813","2018-07-10","Heat","• Duncan Robinson","","signed free agent to a two way contract"
"1814","2018-07-10","Lakers","• JaVale McGee","","signed unrestricted free agent to a 1-year, $2.4M contract"
"1815","2018-07-10","Lakers","• Lance Stephenson","","signed unrestricted free agent to a 1-year, $4.45M contract"
"1816","2018-07-10","Magic","• Troy Caupain","","signed free agent to a two way contract"
"1817","2018-07-10","Warriors","• Damion Lee","","signed unrestricted free agent to a two way contract"
"1818","2018-07-10","Wizards","• Jeff Green","","signed unrestricted free agent to a 1-year, $2.4M contract"
"1819","2018-07-11","Grizzlies","• Omri Casspi","","signed free agent to a 1-year, $2.2M contract"
"1820","2018-07-11","Wizards","• Dwight Howard","","signed free agent to a 2-year, $10.9M contract"
"1821","2018-07-12","Bulls","","• Sean Kilpatrick","waived"
"1822","2018-07-12","Jazz","• Jairus Lyles","","signed free agent"
"1823","2018-07-12","Warriors","• Jonas Jerebko","","signed unrestricted free agent to a 1-year, $2.2M contract"
"1824","2018-07-13","Bulls","","• Noah Vonleh","waived"
"1825","2018-07-13","Hawks","• Jeremy Lin• Hawks option to swap 2023 second round picks with Nets (?-?)• 2025 second round pick (?-?)","• Jeremy Lin","trade with Nets"
"1826","2018-07-13","Magic","• Braian Angola-Rodas","","signed free agent"
"1827","2018-07-13","Mavericks","","• Jalen Jones","waived"
"1828","2018-07-13","Nets","• rights to Isaia Cordinier• 2020 second round pick (protected top 55) (?-?)• Hawks option to swap 2023 second round picks with Nets (less favorable of Hawks, Hornets picks) (?-?)","• Jeremy Lin• Hawks option to swap 2023 second round picks with Nets (?-?)• 2025 second round pick (?-?)","trade with Hawks"
"1829","2018-07-13","Pistons","• Zaur Pachulia / Zaza Pachulia","","signed unrestricted free agent to a 1-year, $2.4M contract"
"1830","2018-07-13","Rockets","• James Ennis","","signed unrestricted free agent to a 2-year, $3.5M contract"
"1831","2018-07-13","Warriors","• Kendrick Nunn","","signed free agent"
"1832","2018-07-13","Nets","• Darrell Arthur• Kenneth Faried• draft pick(s) (first round pick protected top 12 in 2019-24, else 2024 second round pick, 2025 second round pick) (?-?)• 2020 second round pick (?-?)","• Isaiah Whitehead","trade with Nuggets"
"1833","2018-07-13","Nuggets","• Isaiah Whitehead","• Darrell Arthur• Kenneth Faried• draft pick(s) (first round pick protected top 12 in 2019-24, else 2024 second round pick, 2025 second round pick) (?-?)• 2020 second round pick (?-?)","trade with Nets"
"1834","2018-07-14","Bulls","","• Julyan Stone","waived"
"1835","2018-07-14","Bulls","","• Paul Zipser","waived"
"1836","2018-07-14","Bulls","• Jabari Parker","","signed unrestricted free agent to a 2-year, $40M contract (second year is team option"
"1837","2018-07-15","Celtics","","• Kadeem Allen","waived"
"1838","2018-07-15","Pistons","• Keenan Evans","","signed free agent to a two way contract"
"1839","2018-07-16","Bucks","• Ersan Ilyasova","","signed unrestricted free agent to a 3-year, $21M contract"
"1840","2018-07-16","Celtics","• Walter Lemon Jr. / Walt Lemon Jr.","","signed free agent to a two way contract"
"1841","2018-07-16","Knicks","","• Troy Williams","waived"
"1842","2018-07-16","Nuggets","• Isaiah Thomas","","signed unrestricted free agent to a 1-year, $2M contract"
"1843","2018-07-16","Pacers","• Elijah Stewart","","signed free agent to a 1-year contract"
"1844","2018-07-17","Bucks","• Brook Lopez","","signed unrestricted free agent to a 1-year, $3.4M contract"
"1845","2018-07-17","Cavaliers","","• Kendrick Perkins","waived"
"1846","2018-07-17","Grizzlies","• Garrett Temple","• Ben McLemore• Deyonta Davis• 2021 second round pick (?-?)• $1.5M cash","trade with Kings"
"1847","2018-07-17","Kings","• Ben McLemore• Deyonta Davis• 2021 second round pick (?-?)• $1.5M cash","• Garrett Temple","trade with Grizzlies"
"1848","2018-07-17","Nets","• Shabazz Napier","","signed unrestricted free agent to a 2-year, $3.8M contract"
"1849","2018-07-17","Nuggets","","• Isaiah Whitehead","waived"
"1850","2018-07-17","Pelicans","• Trevon Bluiett","","signed free agent to a two way contract"
"1851","2018-07-17","Raptors","","• Alfonzo McKinnie","waived"
"1852","2018-07-18","Blazers","","• Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis","waived"
"1853","2018-07-18","Lakers","• Joel Berry II","","signed free agent"
"1854","2018-07-18","Raptors","• Kawhi Leonard• Danny Green• $5M cash","• DeMar DeRozan• Jakob Poeltl• draft pick(s) (2019 first round pick protected top 20 in 2019, else 2020 second round pick, 2023 second round pick) (?-?)","trade with Spurs"
"1855","2018-07-18","Spurs","• DeMar DeRozan• Jakob Poeltl• draft pick(s) (2019 first round pick protected top 20 in 2019, else 2020 second round pick, 2023 second round pick) (?-?)","• Kawhi Leonard• Danny Green• $5M cash","trade with Raptors"
"1856","2018-07-19","Cavaliers","• Channing Frye","","signed unrestricted free agent to a 1-year, $2.4M contract"
"1857","2018-07-19","Hawks","","• Jaylen Morris","waived"
"1858","2018-07-19","Lakers","","• Malik Newman","waived"
"1859","2018-07-19","Lakers","• Jeffrey Carroll","","signed free agent"
"1860","2018-07-19","Spurs","• Dante Cunningham","","signed unrestricted free agent to a 1-year, $2.5M contract"
"1861","2018-07-20","76ers","• $1M cash","• Richaun Holmes","trade with Suns"
"1862","2018-07-20","Grizzlies","","• Myke Henry","waived"
"1863","2018-07-20","Grizzlies","• Yuta Watanabe","","signed free agent to a 2-year, two way contract"
"1864","2018-07-20","Kings","• Nemanja Bjelica","","signed unrestricted free agent to a 3-year, $20.5M contract"
"1865","2018-07-20","Kings","• Yogi Ferrell","","signed unrestricted free agent to a 2-year, $6.2M contract"
"1866","2018-07-20","Magic","• Dakari Johnson• cash","• Rodney Purvis","trade with Thunder"
"1867","2018-07-20","Nets","• Jared Dudley• 2021 second round pick (protected #31-35) (?-?)","• Darrell Arthur","trade with Suns"
"1868","2018-07-20","Pelicans","• Garlon Green","","signed free agent to a multi-year contract / signed free agent to a two way contract"
"1869","2018-07-20","Raptors","• Chris Boucher","","signed free agent"
"1870","2018-07-20","Spurs","• Marco Belinelli","","signed unrestricted free agent to a 2-year, $12M contract"
"1871","2018-07-20","Suns","• Darrell Arthur","• Jared Dudley• 2021 second round pick (protected #31-35) (?-?)","trade with Nets"
"1872","2018-07-20","Suns","• Richaun Holmes","• $1M cash","trade with 76ers"
"1873","2018-07-20","Thunder","• Rodney Purvis","• Dakari Johnson• cash","trade with Magic"
"1874","2018-07-21","Celtics","","• Abdel Nader","waived"
"1875","2018-07-21","Hawks","","• Antonius Cleveland","waived"
"1876","2018-07-21","Lakers","• Johnathan Williams","","signed free agent"
"1877","2018-07-22","Bulls","• Rawle Alkins","","signed free agent to a two way contract"
"1878","2018-07-22","Clippers","• Johnathan Motley• rights to Renaldas Seibutis","• rights to Maarty Leunen• $50K cash","trade with Mavericks"
"1879","2018-07-22","Hornets","• (William) Tony Parker","","signed unrestricted free agent to a 2-year, $10M contract"
"1880","2018-07-22","Mavericks","• rights to Maarty Leunen• $50K cash","• Johnathan Motley• rights to Renaldas Seibutis","trade with Clippers"
"1881","2018-07-23","Celtics","• Rodney Purvis","• Abdel Nader• $450K cash","trade with Thunder"
"1882","2018-07-23","Grizzlies","• Dakari Johnson• rights to Tyler Harvey","• Jarell Martin• cash","trade with Magic"
"1883","2018-07-23","Lakers","• Michael Beasley","","signed unrestricted free agent to a 1-year, $3.5M contract"
"1884","2018-07-23","Magic","• Jarell Martin• cash","• Dakari Johnson• rights to Tyler Harvey","trade with Grizzlies"
"1885","2018-07-23","Mavericks","• Ding Yanyuhang","","signed free agent"
"1886","2018-07-23","Nets","• Ed Davis (a)","","signed unrestricted free agent to a 1-year, $4.4M contract"
"1887","2018-07-23","Pelicans","• Kenrich Williams","","signed free agent to a two way contract"
"1888","2018-07-23","Thunder","• Abdel Nader• $450K cash","• Rodney Purvis","trade with Celtics"
"1889","2018-07-24","Bucks","• Travis Trice","","signed free agent"
"1890","2018-07-24","Bucks","• Trevon Duval","","signed free agent to a two way contract"
"1891","2018-07-24","Knicks","• Noah Vonleh","","signed free agent to a 1-year, $1.6M contract"
"1892","2018-07-25","76ers","• Mike Muscala","• Justin Anderson• Timothe Luwawu / Timothe Luwawu-Cabarrot","3-team trade with Hawks, Thunder"
"1893","2018-07-25","Hawks","• Carmelo Anthony• Justin Anderson• draft pick(s) (2022 first round pick, protected top 14 in 2022, else 2024 second round pick, 2025 second round pick (?-?)) (from Thunder) (?-?)","• Dennis Schroder• Mike Muscala","3-team trade with 76ers, Thunder"
"1894","2018-07-25","Knicks","• Kadeem Allen","","signed free agent"
"1895","2018-07-25","Mavericks","• Daryl Macon","","signed free agent to a two way contract"
"1896","2018-07-25","Pelicans","• Troy Williams","","signed free agent to a 1-year, $1.5M contract"
"1897","2018-07-25","Rockets","• Isaiah Hartenstein","","signed free agent to a 3-year contract"
"1898","2018-07-25","Thunder","• Dennis Schroder• Timothe Luwawu / Timothe Luwawu-Cabarrot","• Carmelo Anthony• draft pick(s) (2022 first round pick, protected top 14 in 2022, else 2024 second round pick, 2025 second round pick (?-?)","3-team trade with 76ers, Hawks"
"1899","2018-07-25","Warriors","• Danuel House","","signed unrestricted free agent to a 1-year contract"
"1900","2018-07-26","Bucks","• Jaylen Morris","","signed free agent to a two way contract"
"1901","2018-07-26","Hornets","• Isaiah Wilkins","","signed free agent"
"1902","2018-07-26","Hornets","• Jaylen Barford","","signed free agent"
"1903","2018-07-26","Hornets","• Zach Smith","","signed free agent"
"1904","2018-07-27","Clippers","","• C.J. Williams","waived"
"1905","2018-07-27","Hornets","• Joe Chealey","","signed free agent"
"1906","2018-07-27","Magic","• Amile Jefferson","","signed unrestricted free agent to a two way contract"
"1907","2018-07-28","Kings","• Wenyen Gabriel","","signed free agent to a two way contract"
"1908","2018-07-29","Heat","• Yante Maten","","signed free agent to a two way contract"
"1909","2018-07-30","Celtics","","• Rodney Purvis","waived"
"1910","2018-07-30","Hawks","","• Carmelo Anthony","waived"
"1911","2018-07-30","Nets","• Treveon Graham","","signed unrestricted free agent to a 2-year, $3.2M two way contract"
"1912","2018-07-31","Bucks","• Brandon McCoy","","signed free agent"
"1913","2018-07-31","Bulls","• Ryan Arcidiacono","","signed unrestricted free agent to a 1-year contract"
"1914","2018-07-31","Kings","• Jamel Artis","","signed unrestricted free agent to a 2-year contract"
"1915","2018-07-31","Mavericks","• Terry Larrier","","signed free agent"
"1916","2018-07-31","Spurs","","• Brandon Paul","waived"
"1917","2018-07-31","Timberwolves","• C.J. Williams","","signed free agent to a two way contract"
"1918","2018-08-01","Bucks","","• Brandon Jennings","waived"
"1919","2018-08-01","Bucks","• Pat Connaughton","","signed unrestricted free agent to a 2-year contract"
"1920","2018-08-01","Jazz","• Tyler Cavanaugh","","signed free agent to a two way contract"
"1921","2018-08-01","Mavericks","• Codi Miller-McIntyre","","signed free agent"
"1922","2018-08-01","Pistons","• Johnny Hamilton","","signed free agent to a 1-year contract"
"1923","2018-08-02","Mavericks","• Chinanu Onuaku• Mavericks option to swap 2020 second round picks with Rockets (?-?)• cash","• rights to Maarty Leunen• Mavericks option to swap 2020 second round picks with Rockets (?-?)","trade with Rockets"
"1924","2018-08-02","Rockets","• rights to Maarty Leunen• Mavericks option to swap 2020 second round picks with Rockets (?-?)","• Chinanu Onuaku• Mavericks option to swap 2020 second round picks with Rockets (?-?)• cash","trade with Mavericks"
"1925","2018-08-03","76ers","• Norvel Pelle","","signed free agent"
"1926","2018-08-03","Hawks","• Alex Len","","signed unrestricted free agent to a 2-year, $8.5M contract"
"1927","2018-08-03","Heat","• Malik Newman","","signed free agent"
"1928","2018-08-03","Pacers","• C.J. Wilcox","","signed unrestricted free agent to a two way contract"
"1929","2018-08-03","Suns","• Isaiah Canaan","","signed free agent"
"1930","2018-08-05","Cavaliers","","• Okaro White","waived"
"1931","2018-08-06","Mavericks","","• Chinanu Onuaku","waived"
"1932","2018-08-06","Mavericks","• Ryan Broekhoff","","signed free agent to a 2-year, $2.3-2.4M contract"
"1933","2018-08-06","Nets","• Theo Pinson","","signed free agent"
"1934","2018-08-06","Nuggets","• DeVaughn Akoon-Purcell","","signed free agent to a two way contract"
"1935","2018-08-06","Nuggets","• Emanuel Terry","","signed free agent"
"1936","2018-08-07","Bucks","• Jordan Barnett","","signed free agent"
"1937","2018-08-07","Cavaliers","• Sam Dekker• rights to Renaldas Seibutis• cash","• rights to Vladimir Veremeenko","trade with Clippers"
"1938","2018-08-07","Clippers","• rights to Vladimir Veremeenko","• Sam Dekker• rights to Renaldas Seibutis• cash","trade with Cavaliers"
"1939","2018-08-07","Grizzlies","• Shelvin Mack","","signed free agent to a 1-year, $2M contract"
"1940","2018-08-07","Raptors","• Jordan Loyd","","signed free agent to a two way contract"
"1941","2018-08-07","Timberwolves","• James Nunnally","","signed free agent to a 2-year, $2.9M contract"
"1942","2018-08-08","Mavericks","• Devin Harris","","signed unrestricted free agent to a 1-year, $2.4M contract"
"1943","2018-08-08","Pelicans","• Jahlil Okafor","","signed unrestricted free agent to a 1-year, $1.6M contract with a 1-year team option"
"1944","2018-08-09","Mavericks","","• Terry Larrier","waived"
"1945","2018-08-10","Mavericks","• Jalen Jones","","signed free agent"
"1946","2018-08-10","Raptors","• Greg Monroe","","signed unrestricted free agent to a 1-year, $2.2M contract"
"1947","2018-08-10","Rockets","• Rob Gray","","signed free agent"
"1948","2018-08-13","Rockets","• Carmelo Anthony","","signed free agent to a 1-year, $2.4M contract"
"1949","2018-08-13","Thunder","• Tyler Davis","","signed free agent to a two way contract"
"1950","2018-08-13","Warriors","• Marcus Derrickson","","signed free agent"
"1951","2018-08-14","Bulls","• Derrick Walton Jr.","","signed unrestricted free agent"
"1952","2018-08-14","Grizzlies","• Markel Crawford","","signed free agent"
"1953","2018-08-14","Jazz","","• David Stockton","waived"
"1954","2018-08-14","Pistons","• Zach Lofton","","signed free agent"
"1955","2018-08-15","Heat","• Marcus Lee","","signed free agent"
"1956","2018-08-15","Hornets","","• Mangok Mathiang","waived"
"1957","2018-08-16","Cavaliers","• Isaiah Taylor","","signed free agent to a 1-year contract"
"1958","2018-08-16","Jazz","• Isaac Haas","","signed free agent"
"1959","2018-08-18","Rockets","","• R.J. Hunter","waived"
"1960","2018-08-20","Hawks","• Alex Poythress","","signed free agent to a two way contract"
"1961","2018-08-20","Hawks","• Daniel Hamilton",NA,"signed unrestricted free agent to a 1-year, $1.35M contract"
"1962","2018-08-20","Nets","• Jordan McLaughlin",NA,"signed free agent"
"1963","2018-08-20","Nets","• Mitch Creek",NA,"signed free agent"
"1964","2018-08-20","Rockets","• Bruno Caboclo",NA,"signed unrestricted free agent"
"1965","2018-08-21","Celtics","• P.J. Dozier",NA,"signed unrestricted free agent to a two way contract"
"1966","2018-08-21","Heat","• Briante Weber",NA,"signed free agent"
"1967","2018-08-21","Raptors","• Kahlil Felder / Kay Felder","","signed unrestricted free agent to a 1-year, $1.5M contract"
"1968","2018-08-24","Hawks","• Vince Carter","","signed unrestricted free agent to a 1-year, $2.4M contract"
"1969","2018-08-26","Thunder","• Donte Grantham","","signed free agent to a 1-year contract"
"1970","2018-08-27","Heat","• Jarnell Stokes","","signed free agent"
"1971","2018-08-27","Spurs","","• Emanuel Ginobili / Manu Ginobili","waived"
"1972","2018-08-28","76ers","• Anthony Brown","","signed unrestricted free agent"
"1973","2018-08-28","Grizzlies","","• Kobi Simmons","waived"
"1974","2018-08-28","Jazz","• Trey Lewis","","signed free agent"
"1975","2018-08-29","Spurs","• Quincy Pondexter","","signed free agent to a 1-year contract"
"1976","2018-08-30","Grizzlies","• Doral Moore","","signed free agent"
"1977","2018-08-30","Hawks","• Thomas Robinson","","signed unrestricted free agent to a 1-year, $1.9M contract"
"1978","2018-08-30","Thunder","","• Kyle Singler","waived"
"1979","2018-08-31","Grizzlies","","• Dakari Johnson","waived"
"1980","2018-08-31","Pelicans","","• DeAndre Liggins","waived"
"1981","2018-08-31","Rockets","• Marquese Chriss• Brandon Knight","• Ryan Anderson• rights to De'Anthony Melton","trade with Suns"
"1982","2018-08-31","Suns","• Ryan Anderson• rights to De'Anthony Melton","• Marquese Chriss• Brandon Knight","trade with Rockets"
"1983","2018-09-01","Lakers","","• Luol Deng","waived (agreed on contract buyout)"
"1984","2018-09-04","Blazers","• Cameron Oliver","","signed free agent"
"1985","2018-09-04","Blazers","• Chinanu Onuaku","","signed free agent"
"1986","2018-09-04","Blazers","• Gary Payton II","","signed free agent"
"1987","2018-09-04","Celtics","• Jeff Roberson","","signed free agent"
"1988","2018-09-04","Celtics","• Justin Bibbs","","signed free agent"
"1989","2018-09-04","Celtics","• Nicholas King / Nick King","","signed free agent"
"1990","2018-09-04","Grizzlies","• Brandon Goodwin","","signed free agent"
"1991","2018-09-04","Pelicans","• Darius Morris","","signed free agent to a 2-year, $3.5M contract"
"1992","2018-09-05","Magic","• B.J. Johnson","","signed free agent"
"1993","2018-09-05","Magic","• Gabe York","","signed free agent"
"1994","2018-09-05","Warriors","• Alfonzo McKinnie","","signed free agent"
"1995","2018-09-06","Spurs","• Josh Huestis","","signed unrestricted free agent"
"1996","2018-09-07","Hawks","• R.J. Hunter","","signed free agent"
"1997","2018-09-07","Wizards","• Chris Chiozza","","signed free agent"
"1998","2018-09-08","Cavaliers","• David Nwaba","","signed unrestricted free agent to a 1-year, $1.5M contract"
"1999","2018-09-08","Clippers","• Desi Rodriguez","","signed free agent"
"2000","2018-09-10","Timberwolves","• Luol Deng","","signed free agent to a 1-year, $2.4M contract"
"2001","2018-09-10","Wizards","• Jordan McRae","","signed free agent to a two way contract"
"2002","2018-09-10","Wizards","• Tiwian Kendley","","signed free agent"
"2003","2018-09-10","Cavaliers","• Isaac Hamilton","","signed free agent"
"2004","2018-09-10","Cavaliers","• Scoochie Smith","","signed free agent"
"2005","2018-09-13","Raptors","• Kyle Collinsworth","","signed free agent to a 1-year, $1.35M contract"
"2006","2018-09-13","Cavaliers","• JaCorey Williams","","signed free agent"
"2007","2018-09-14","Cavaliers","• Bonzie Colson","","signed free agent"
"2008","2018-09-14","Cavaliers","• Levi Randolph","","signed free agent"
"2009","2018-09-14","Raptors","• Deng Adel","","signed free agent"
"2010","2018-09-14","Cavaliers","","• Isaac Hamilton","waived"
"2011","2018-09-14","Cavaliers","","• Scoochie Smith","waived"
"2012","2018-09-17","Bucks","","• Brandon McCoy","waived"
"2013","2018-09-17","Bucks","","• Jordan Barnett","waived"
"2014","2018-09-17","Bucks","• Robert Johnson (b)","","signed free agent"
"2015","2018-09-17","Bulls","• JaKarr Sampson","","signed unrestricted free agent"
"2016","2018-09-17","Bulls","• Kaiser Gates","","signed free agent"
"2017","2018-09-17","Spurs","• Drew Eubanks","","signed free agent to a two way contract"
"2018","2018-09-17","Bucks","• James Young","","signed free agent"
"2019","2018-09-17","Spurs","• Amida Brimah","","signed free agent"
"2020","2018-09-17","Spurs","• Julian Washburn","","signed free agent"
"2021","2018-09-18","Bucks","","• Travis Trice","waived"
"2022","2018-09-18","Bucks","• Ike Nwamu","","signed free agent"
"2023","2018-09-18","Hawks","• Cole Aldrich","","signed free agent"
"2024","2018-09-18","Wizards","• Lavoy Allen","","signed unrestricted free agent"
"2025","2018-09-19","Cavaliers","• Kobi Simmons","","signed free agent"
"2026","2018-09-19","Nuggets","• Xavier Silas","","signed free agent"
"2027","2018-09-19","Pelicans","","• Emeka Okafor","waived"
"2028","2018-09-19","Pelicans","• Jarrett Jack","","signed unrestricted free agent to a 1-year, $2.4M contract"
"2029","2018-09-19","Wizards","• Chasson Randle","","signed free agent"
"2030","2018-09-19","Cavaliers","","• JaCorey Williams","waived"
"2031","2018-09-20","Bucks","","• Ike Nwamu","waived"
"2032","2018-09-20","Bucks","","• Robert Johnson (b)","waived"
"2033","2018-09-20","Bucks","","• James Young","waived"
"2034","2018-09-20","Spurs","","• Amida Brimah","waived"
"2035","2018-09-20","Spurs","","• Julian Washburn","waived"
"2036","2018-09-21","76ers","• Emeka Okafor","","signed free agent"
"2037","2018-09-21","Bucks","• Christian Wood","","signed unrestricted free agent"
"2038","2018-09-21","Nuggets","• Donald Sloan","","signed free agent"
"2039","2018-09-21","Pacers","• Omari Johnson","","signed free agent"
"2040","2018-09-21","Raptors","• Eric Moreland","","signed free agent to a 1-year contract"
"2041","2018-09-21","Spurs","• Jaron Blossomgame","","signed free agent"
"2042","2018-09-21","Spurs","• Okaro White","","signed free agent"
"2043","2018-09-22","Bucks","• Tim Frazier","","signed unrestricted free agent"
"2044","2018-09-22","Kings","","• Deyonta Davis","waived"
"2045","2018-09-22","Pistons","• Scottie Lindsey","","signed free agent"
"2046","2018-09-23","Spurs","","• Olivier Hanlan","waived"
"2047","2018-09-23","Thunder","• Abdul Gaddy","","signed free agent"
"2048","2018-09-23","Thunder","• Bryce Alford","","signed free agent"
"2049","2018-09-23","Thunder","• K.J. McDaniels","","signed free agent"
"2050","2018-09-23","Thunder","• Richard Solomon","","signed free agent"
"2051","2018-09-24","Grizzlies","• Ismaila Kane","","signed free agent"
